2.220136052329323498e-02,2.983828032738109273e-02,1.797391300187403326e-02,1.901316637998054504e-02,1.727005534039771292e-02,1.105548422864807701e-02,2.222561740087826074e-02
1.284297951032804114e-02,2.048619077920170103e-02,1.182852926401583432e-02,1.061107617916934136e-02,1.203604520674727597e-02,1.924979831571074079e-02,9.728876461684497073e-03
4.830920845302108524e-03,2.518767069189547722e-02,5.297558499527868676e-03,1.211277520418922553e-02,7.121601604446300277e-03,1.823073772270262724e-02,1.093441349908073380e-02
3.011233884977987472e-03,7.648191289196706009e-03,3.020775841161442432e-03,4.346896248273399502e-03,1.179618405271633773e-02,7.824750915648564023e-03,8.403631057030156587e-03
6.471860463514304482e-03,1.704161063847332413e-03,9.776931227553135179e-03,3.314701848742035613e-03,1.253328858891992678e-02,7.138923075843518241e-03,1.151926804916777493e-02
1.976975694087598767e-03,6.085165020874794967e-03,3.069159344675642751e-03,5.693759496386020455e-03,4.376560934432533780e-03,6.309643298882888253e-03,7.949698447541730939e-03
9.401515225647786092e-03,2.010416259550058642e-03,8.390743619228249392e-03,3.206623069940473143e-03,5.501190932589767983e-03,6.239084366024301789e-03,7.852518679426212511e-03
1.789873920415247692e-03,2.984677606701636229e-03,1.079185019061665134e-02,3.535650378338921380e-03,4.883291649877076306e-03,6.446755220065133844e-03,8.107740182178720459e-03
1.455170605788476661e-03,2.904218341404233086e-03,2.793398135486741506e-03,3.354965536394657975e-03,4.249598185080055712e-03,6.112957621640354236e-03,8.673696469102725251e-03
2.776159299335867990e-03,4.409933770029583928e-03,5.120051377051978644e-03,4.497683123687249394e-03,4.398328844474909231e-03,7.311101244639316155e-03,1.065987017089710560e-02
1.553708367809393401e-03,3.717060228945731192e-03,2.754566074257425255e-03,3.396736448674489948e-03,4.262362315158366860e-03,6.260553575113161386e-03,8.158370624425828610e-03
1.269839610249732078e-03,2.940715529700092378e-03,2.592909545702345737e-03,4.201499380438831512e-03,4.323194145803115063e-03,6.668708044078320608e-03,8.420186921682105280e-03
1.545945253833940153e-03,3.141158972243871146e-03,2.756134868514525417e-03,3.199801806767084075e-03,4.325928619023164910e-03,6.184031143188804987e-03,7.935946442959930167e-03
1.425229902302160585e-03,2.188606847018464106e-03,2.574100035296450397e-03,3.225147765605687611e-03,4.298639970177449594e-03,6.166205943079582433e-03,8.023160464028563504e-03
2.423500301200531403e-03,8.518130078590709087e-03,2.562529598215691849e-03,3.297116645624550025e-03,5.061686188397903317e-03,7.178500839761512917e-03,7.997882822308342507e-03
1.303082681140712738e-03,2.039525284369042568e-03,2.631767599959423422e-03,3.514127916618116614e-03,4.313444129759837903e-03,6.165884679636682818e-03,8.178325891589713695e-03
3.188770294995701103e-03,2.615125413396761529e-03,5.951171256868126487e-03,3.568467789195345873e-03,4.278483674587356921e-03,6.258913717148977852e-03,8.122942835290823671e-03
1.652965798340425832e-03,2.078112157368877493e-03,2.724275880994573695e-03,3.719122514175675614e-03,4.427670823773808585e-03,6.073550824263559793e-03,7.956011551589292283e-03
1.491433718628738456e-03,2.040647610597845756e-03,2.998532508863111304e-03,3.234237108462623481e-03,4.385296037544508634e-03,6.105226777394842132e-03,7.934937812289773185e-03
3.328852406850899524e-03,2.694037414740556389e-03,2.458034072446871852e-03,3.619748734237588587e-03,4.357278344125987274e-03,6.825081061071039054e-03,8.053773671643987137e-03
