1.486371944020533666e-02,2.195326574635740949e-02,1.143190730838066285e-02,1.384557431792294603e-02,1.168303776625630522e-02,7.401245555755976702e-03,1.572618923307071703e-02
5.558491837410712427e-03,9.286423068733170444e-03,4.600276037723232889e-03,4.330616646062991106e-03,5.628758011922150965e-03,1.112176344175797374e-02,8.337338794960964805e-03
2.070337424753726334e-03,1.223260074250172476e-02,3.409439119318034405e-03,4.335025372158506432e-03,4.649844957056731808e-03,8.732830205137310370e-03,8.468845718451977617e-03
1.951098191238356816e-03,2.581296597706627966e-03,2.543721794598363325e-03,3.246271466848562638e-03,4.757181122315967334e-03,6.178116767017891031e-03,8.053182600536357497e-03
1.318016845360785476e-03,1.699361025839470681e-03,2.578519116335626499e-03,3.309995462666159328e-03,4.831328260629185953e-03,6.512962988233289216e-03,8.233135527288954619e-03
1.257059249872460437e-03,2.043178988077138866e-03,2.806522077610236476e-03,3.423434342789539748e-03,4.246715544763395717e-03,6.062417375792327444e-03,7.949145267966349973e-03
2.360717917788040035e-03,1.914563726757665101e-03,2.701123806908881011e-03,3.179768985862096303e-03,4.237410873163948745e-03,6.233049640516981522e-03,7.853186857147665192e-03
1.583851985581429455e-03,2.657894523449303489e-03,2.949321424844640344e-03,3.293736261290430498e-03,4.265938287134365264e-03,6.055763725491425213e-03,7.894230617035261771e-03
1.079913969369840528e-03,2.297439895964425560e-03,2.736441969794397178e-03,3.349630498497983052e-03,4.239341537589232448e-03,6.089723800775860563e-03,7.922904294660281996e-03
2.538202058557900535e-03,1.971271697948769226e-03,2.367735770487556287e-03,4.465472405253137315e-03,4.392077761096932313e-03,7.275072216629526432e-03,8.019067243407300774e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
