1.541673871664649142e-02,2.481085232490930909e-02,1.412608310267088677e-02,2.212343026857188644e-02,6.416762106989726440e-03,1.162739592277464012e-02,1.213754101621237515e-02
1.435501834179832986e-02,3.796535776296520743e-03,1.106938283442788010e-02,6.966740958168297221e-03,7.410622098226699733e-03,8.270679313562472393e-03,8.725231150242587427e-03
3.808071840924977768e-03,1.666925839291617849e-03,3.867021805252172234e-03,1.094165645579939401e-02,4.886006303687220366e-03,6.346012467096736991e-03,1.465846853184941782e-02
5.937287563711251583e-03,3.085952865081799910e-03,3.890092832503170076e-03,8.747363455230916518e-03,4.434110602929326912e-03,1.276612442476337747e-02,9.764586966950454180e-03
3.619752143409813057e-03,8.150929392604191678e-03,3.195784906924352582e-03,8.759130404439532600e-03,6.438611344902650177e-03,6.296823691071793544e-03,1.109002482307573471e-02
1.148539182354610562e-02,2.457719758192547510e-03,5.883787964800098018e-03,5.684805849460749377e-03,6.352066784730571285e-03,6.378586194582854495e-03,8.433534408862033982e-03
1.080373761210273774e-03,6.813128201800090419e-03,2.601194586988518805e-03,3.603643250343644376e-03,4.565133305290455974e-03,6.352151173052904796e-03,1.014304926841374209e-02
9.382304678062493254e-04,5.144122477328334081e-03,6.523507893589217815e-03,3.279182158553575928e-03,4.407785538187204873e-03,6.250920986829150601e-03,8.353572945851041667e-03
1.027277527630137115e-03,3.610013954658646863e-03,2.666270781055847701e-03,3.268204677961497953e-03,4.361167672237543404e-03,6.266920830762955433e-03,8.338500813565540015e-03
1.270604378663279816e-03,2.646303406632477713e-03,2.371775880762131208e-03,3.345742405926121349e-03,4.389145439197782855e-03,6.338408043061283942e-03,8.295557816575952967e-03
1.179660784537961849e-03,3.615186446841419602e-03,2.536475317497685969e-03,3.361746489426367147e-03,4.497440918431979025e-03,6.204611039447881227e-03,8.095585036059782524e-03
1.031136531071746030e-03,2.128097730743965573e-03,2.396658054347072710e-03,3.315803653026790174e-03,4.395274845676731997e-03,6.383308652030388747e-03,8.148739529787150243e-03
1.077190779017174775e-03,1.881997439371910653e-03,2.483678159104616649e-03,3.225815672387864937e-03,4.413245185026578796e-03,6.621592494652717154e-03,8.492389066029169473e-03
9.885161030886773989e-04,9.561625475775287902e-03,2.497451185705086649e-03,3.269153905803070040e-03,4.508158759937396821e-03,8.282191250944398453e-03,8.208316052374068847e-03
1.037088631943032871e-03,1.865250397027905498e-03,2.582607380288854011e-03,3.251311972284983646e-03,4.572469995648178499e-03,6.241701950686234270e-03,1.129084164995736161e-02
1.562462360363049869e-03,2.114806123193488287e-03,2.471104311605728208e-03,3.283427467843371469e-03,4.599080117438699572e-03,6.309704460801411965e-03,8.119744487053815601e-03
1.231865214551136579e-03,1.833882234740184108e-03,2.481934823011800080e-03,3.277842238673534057e-03,4.498846962141360428e-03,6.297659549322965310e-03,8.345464651755157143e-03
1.370635939862386308e-03,1.940172986439260561e-03,2.599004591761040154e-03,3.307320685925972149e-03,4.450633610268145759e-03,6.604383871730877716e-03,8.129463388412272798e-03
1.423768639414900753e-03,1.937055323160428999e-03,2.512555007602969119e-03,3.277324150126962807e-03,4.466042708504379226e-03,6.164693390944720776e-03,8.149801723955968011e-03
1.368741768718842195e-03,1.942471287139141975e-03,2.528987670174916765e-03,3.293575186675767701e-03,4.420867686911216475e-03,6.235484845966031940e-03,8.129155667664840837e-03
