5.041680082423099368e-03,4.424104978384249369e-03,2.846622784305038317e-02,3.090918457816597270e-02,2.805916152735091207e-02
4.456521923478043781e-03,4.541421887845180534e-03,4.529246309451015820e-03,2.788168166923439897e-02,2.818583418548258404e-02
4.428324790420790427e-03,4.462713911244135800e-03,4.560349500859795478e-03,2.722310988777467203e-02,2.803189108123406090e-02
4.393283712999129786e-03,4.443141722892890791e-03,4.965802619605238707e-03,2.674074181993139204e-02,2.815806244045839998e-02
4.460037233518942927e-03,4.495090191259775575e-03,4.565083100152811553e-03,2.608149065874003358e-02,2.809014608694983262e-02
4.480366774389846034e-03,4.492245506346062914e-03,4.571213948849777581e-03,2.650479207734342604e-02,2.804044403375388281e-02
4.442097565917786477e-03,4.482412431298257380e-03,4.595984231737589194e-03,2.659832143488547254e-02,2.802583450801797091e-02
4.427484681212578294e-03,4.499590357472965652e-03,4.658125960581720876e-03,2.594234174045757096e-02,2.788174169968293467e-02
4.447649387324809946e-03,4.494417523397012046e-03,4.615162347425963776e-03,2.429227746691757159e-02,2.787770988650848519e-02
4.449393477706024315e-03,4.519885229892482183e-03,4.583847609434916863e-03,2.626959880879813428e-02,2.814640165842538858e-02
4.442551898905886670e-03,4.500015799604693660e-03,4.587777420174265521e-03,2.606914490362696735e-02,2.806077289135997313e-02
